danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.89,0.501,-5.562,0.0589,0.0958,0.0,0.103,0.758,126.949,2p980qlVXYLh3HdHusbhfa,211972,1
0.27,0.797,-5.153,0.0376,0.000178,4.87e-06,0.126,0.459,129.965,1L8mT5PfKYrOXOve2DNuih,206027,0
0.818,0.506,-10.24,0.39,0.0241,0.0,0.108,0.704,168.954,32pehhGftaYKKu80kjjrGr,315627,8
0.765,0.579,-7.808,0.0328,0.0381,0.0963,0.126,0.533,110.027,7AfvCNoZXvsbdjKwIhe4Zw,194077,1
0.679,0.676,-9.734,0.0371,0.0777,1.38e-05,0.0938,0.8,134.238,1hXtY9yeMAcxZlBvWzjwJn,246840,1
0.449,0.937,-3.676,0.176,0.000357,0.634,0.345,0.355,149.927,48IpTlONdsAD5B8sd0DaIC,159150,7
0.662,0.908,-4.764,0.0449,0.0506,0.0,0.0508,0.967,149.941,4V9JDRqKjN8F2HWdlEDxvI,173693,1
0.355,0.986,-5.457,0.0963,1.62e-05,5.81e-05,0.226,0.631,170.189,4VCiKSgH9WL8Q7gNIPRgkz,167758,0
0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,236002,1
0.621,0.599,-10.402,0.0293,0.213,0.578,0.11,0.374,122.958,573nT62vtbezncIwCfxIm7,271107,7
0.514,0.509,-12.201,0.0992,0.00977,0.0,0.169,0.625,147.875,0NfTIc449L750U9pBoE2lW,187347,0
0.596,0.502,-10.032,0.057,0.533,0.0,0.0283,0.292,127.994,1HkuDi9ZO0bpWOcxhdKWYv,205009,4
0.556,0.839,-5.785,0.0387,0.175,5.74e-06,0.513,0.527,92.98,4UkejguW7NyNfcWl2r4fqV,283933,5
0.729,0.659,-4.802,0.0298,0.531,0.0,0.0984,0.961,122.973,7CovBgyOpp6mpzyJXTFFYZ,171267,6
0.234,0.994,-3.659,0.229,0.00117,0.0169,0.167,0.0629,95.052,2uenkeJMEfGmjebYnewnlE,215693,3
0.692,0.93,-6.138,0.0678,0.174,0.931,0.115,0.628,173.975,1J8cXl0XtphpKT1MvZa8r6,401467,7
0.461,0.446,-7.703,0.0267,0.1,0.0,0.169,0.375,139.868,7L605WhF5EGf34ggj87yK6,195493,3
0.735,0.611,-7.923,0.172,0.194,0.13,0.0981,0.831,83.031,4dAybiooOw3wo2YlSnUewW,252613,1
0.785,0.357,-15.157,0.0962,0.914,0.725,0.102,0.969,97.157,4eRVYuGhO2qPFUWYhcMs6g,133093,6
0.426,0.329,-9.296,0.0474,0.753,2.23e-05,0.11,0.177,121.351,1fnCJ85pEhKrpU9IsxoitM,253208,4
0.731,0.95,-5.377,0.16,0.301,0.0,0.826,0.456,115.009,6vM6QfQSb2gjeKx1RHTHlb,178347,5
0.768,0.823,-9.405,0.0294,0.0972,0.000361,0.529,0.956,116.289,14Tirg664ZrAvRv8w3AmQ0,225000,1
0.626,0.738,-7.465,0.0508,0.0341,0.00727,0.125,0.674,135.018,356fpTDiwtRiupgwKdj5L4,217040,1
0.611,0.839,-10.13,0.0531,0.118,0.733,0.203,0.525,102.799,6kdjd3IBSIjMWZEm5BFzNH,322200,7
0.467,0.134,-17.508,0.0282,0.28,1.4e-06,0.133,0.474,80.6,5jb2TNBSpfn0J5lcT9Nk3b,147867,4
0.619,0.439,-5.206,0.0241,0.406,0.0,0.138,0.321,100.044,58eDVr4ViUSzLU5MbfZpVi,245507,3
0.535,0.532,-9.865,0.0291,0.508,0.0,0.0868,0.3,79.106,22wWxHGHRH8gZXNDXRgSqY,254476,4
0.494,0.87,-4.33,0.0413,0.0707,2.98e-05,0.0798,0.504,146.882,3T3Epzn2xHawkZ7uzxR13p,201667,0
0.59,0.34,-11.992,0.15,0.56,0.697,0.11,0.273,74.981,1Gcg62WCWynIyjilpHFYTJ,144938,2
0.404,0.778,-6.184,0.0351,0.0781,3.63e-06,0.181,0.144,76.34,3WkcMGvPPcTquk9i9ZpTgG,239667,3
0.396,0.493,-5.408,0.0319,0.348,0.0,0.0975,0.184,147.747,3hRprnE1Pjq2xHZ6Iqztgi,275573,3
0.767,0.613,-9.242,0.143,0.414,0.00156,0.0962,0.188,97.008,3U9xJ5hMYp7qnoHk3KiOC0,243202,3
0.715,0.666,-5.284,0.188,0.00888,0.000264,0.064,0.891,92.072,30xQiExlv8Hy5AypUJRkg3,234188,1
0.731,0.462,-10.131,0.0354,0.0406,0.281,0.151,0.127,105.037,1LEwgyFi3R9Ihdz72bSiAj,156252,3
0.669,0.461,-6.488,0.0292,0.762,0.0,0.106,0.674,135.015,0kYzTck7LSELFdWzHU7uqx,273442,6
0.342,0.899,-4.158,0.0924,0.0151,2.61e-06,0.261,0.724,157.801,3mCjcNx8X7WhuU4PetvrGJ,276040,0
0.597,0.311,-17.27,0.144,0.476,0.0,0.243,0.607,148.173,1goqMa0GmJ02iLRvs5x2MY,220560,6
0.61,0.641,-4.352,0.268,0.519,0.0,0.902,0.852,67.413,7HytU9V8vMCUayply0lYBq,214413,5
0.26,0.0146,-29.006,0.0365,0.972,0.918,0.177,0.0362,118.896,3m9IibKVzZYfL3mahGDX3d,399827,2
0.45,0.652,-5.541,0.0276,0.00556,0.000786,0.0933,0.514,80.128,6FxbwB6o1MKOy0dHvxNr2W,304987,3
0.221,0.141,-15.835,0.035,0.93,9.57e-06,0.108,0.123,140.532,7eNLKaU5U9tIS6K4mWYrYm,189667,4
0.758,0.378,-15.308,0.0449,0.284,0.0,0.049,0.985,120.736,2yBVeksU2EtrPJbTu4ZslK,223867,6
0.713,0.439,-9.135,0.062,0.795,8.54e-06,0.0903,0.74,131.003,4s5373PurC9WnEMRHtBWdP,182320,6
0.316,0.556,-5.96,0.0358,0.249,1.99e-05,0.132,0.306,143.275,7BZcq7yJnVEd9Dx6v94PDV,238067,0
0.619,0.574,-9.775,0.0328,0.0805,0.0,0.0948,0.766,105.35,6AplSHtiSr0cqimR27ghdV,200440,6
0.668,0.694,-6.81,0.0684,0.155,0.0,0.127,0.961,159.876,1lbrkmKaI4hmMSeg8N7e7R,217707,1
0.462,0.897,-7.168,0.0516,0.00214,0.0,0.254,0.671,157.948,2igLxzAsBpZFfwra3RTyHK,232341,0
0.641,0.876,-2.254,0.0774,0.697,7.25e-06,0.323,0.953,163.74,0ZlncS8tci8pck0jyc2rcT,145685,1
0.739,0.734,-4.038,0.04,0.24,0.0,0.315,0.597,132.026,1zWpHGflPRNz6ksVsJ6Z53,275507,1
0.641,0.631,-9.976,0.0312,0.048,0.612,0.137,0.0549,135.024,1d5hX0RYHcDM4aHJHSm5cr,287729,7
0.571,0.8,-4.131,0.0292,0.0101,7.29e-05,0.111,0.335,104.377,1iFIZUVDBCCkWe705FLXto,311867,3
0.843,0.662,-7.97,0.0752,0.0037,0.0285,0.0935,0.523,125.002,6jhGjiicHLAWQ3bIpPjFaj,369891,1
0.261,0.401,-6.95,0.0349,0.885,0.000894,0.199,0.452,73.935,5mtyJEGpQKXvf64KxQbmN5,172826,4
0.617,0.891,-5.456,0.0277,0.00539,0.00901,0.0609,0.963,100.616,3glDpWnQIbwo8UJ5pMsTIv,203440,1
0.559,0.794,-7.3,0.176,0.0329,0.0164,0.184,0.601,170.206,1nQZLSc37caqCJK2KeF1ed,412907,0
0.481,0.256,-14.291,0.0284,0.727,0.816,0.114,0.0383,104.112,1DprJIKazijA5UkXiR6oQ6,253061,2
0.713,0.801,-4.956,0.0495,0.0913,1.6e-06,0.0815,0.225,93.003,3PHgjM8oQiJX0vk12TWnmM,191895,3
0.634,0.716,-6.502,0.128,0.0341,0.0,0.0877,0.619,91.039,3WT10QitFFmThyMDpjbH26,248107,1
0.515,0.426,-7.935,0.0351,0.692,1.01e-06,0.121,0.319,184.145,3NGG1do9lT815M5REcCzzm,236493,4
0.738,0.45,-9.652,0.0449,0.709,0.0,0.0958,0.933,120.57,0t99cqXRyfZvD81SLM8fvy,189987,6
0.761,0.419,-15.932,0.0715,0.494,0.0,0.501,0.835,135.597,030oP5zYYT57rlsvLQbQFp,279560,6
0.675,0.643,-6.004,0.0315,0.233,0.0,0.561,0.325,114.051,7c86ULTZD9eNdAbJDQLRaC,211293,5
0.886,0.511,-4.691,0.0972,0.531,0.0501,0.112,0.261,127.898,0xrdZMsJIaxoTHAB4bvGnu,173840,6
0.786,0.355,-11.429,0.0288,0.896,0.0201,0.111,0.479,99.978,59yRjmpE2VtyiEot3Ff9LM,159600,6
0.421,0.327,-15.448,0.043,0.97,0.763,0.11,0.433,165.033,4vJpw2MoAujzk47p0eKNLX,180758,2
0.541,0.6,-6.366,0.0581,0.633,0.0,0.324,0.415,63.073,2UUtUej7C4JPc1WTfTM7nU,175307,6
0.566,0.735,-6.459,0.104,0.00399,0.000536,0.0474,0.747,94.966,01hqifbSn5YIuWdfzpOYrO,197923,1
0.639,0.532,-8.771,0.053,0.00279,0.0701,0.0752,0.239,179.988,6fQPfycZ0rU13R4Cu6gz8S,204493,0
0.749,0.398,-7.44,0.171,0.648,1.26e-06,0.115,0.0859,80.032,05nbZ1xxVNwUTcGwLbp7CN,226040,4
0.473,0.956,-3.544,0.0577,0.00158,0.00466,0.0766,0.485,154.435,3Iev9ghfkia9UxidKWBG1o,278440,0
0.599,0.306,-16.517,0.422,0.674,0.0,0.0856,0.223,67.389,1BUyB6wwpsYE43rXvnZeoI,294691,8
0.783,0.549,-6.31,0.0939,0.46,0.133,0.529,0.19,116.193,0vwyWZWcOajQCL1L209Gkx,296560,5
0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,0CAJdthKDdRjB2h8YOguN6,274333,3
0.637,0.242,-14.232,0.0299,0.643,7.7e-06,0.309,0.377,95.347,71JhUqR1It5rBALpOnvPFo,193760,4
0.506,0.437,-9.879,0.0296,0.369,1.4e-05,0.0914,0.0757,117.062,4wZ1fZC5VKbTKbEDmUwLKX,250933,4
0.541,0.458,-7.105,0.222,0.846,0.0,0.13,0.674,78.922,7HLTfpgbqC85BayqViMHmU,150400,6
0.835,0.484,-13.278,0.22,0.033,2.49e-05,0.348,0.506,91.995,6IBQ26CgonfvJC7SnyLFH9,199618,8
0.393,0.918,-3.29,0.458,0.271,0.0,0.239,0.523,171.794,7gvJadQt9vhgVHG7O1L2sc,215167,8
0.737,0.507,-10.249,0.0892,0.315,4.21e-06,0.0644,0.835,97.015,5FS53G6Xg3km6RKqxTKdge,217253,6
0.507,0.107,-20.736,0.046,0.842,2.21e-06,0.254,0.176,72.12,7fMo86mEXb7LIiBGsdR7fz,89013,4
0.542,0.676,-7.45,0.0365,0.185,0.873,0.244,0.799,127.274,6tgE8H2p1wFNxpuUHKtfka,150880,7
0.754,0.915,-3.462,0.15,0.0706,0.0547,0.534,0.525,110.01,3EgLHu98Rjo8LJI8L77bcC,196093,5
0.481,0.303,-14.151,0.193,0.75,0.0,0.139,0.685,159.452,11hsu7oUtSlpLsDgtB6gBd,293640,4
0.357,0.986,-2.266,0.102,0.000553,0.0106,0.236,0.543,183.901,4vCG26vd7hzGdLq84pl1tf,258360,0
0.662,0.359,-9.891,0.0568,0.649,0.0672,0.275,0.538,79.03,55Ndvm8fWtKm8yZaKLDpY2,233920,6
0.379,0.927,-5.418,0.148,0.068,0.0,0.105,0.748,128.082,6M1n4hnTKGtqZL8dAa9my6,177427,0
0.7,0.767,-5.981,0.0908,0.16,0.0,0.255,0.327,144.998,2yCNhIpdFd4mt1MWeSBV6w,221453,3
0.349,0.129,-15.883,0.0294,0.539,0.405,0.192,0.163,104.837,40d2EcaOOCUjDzzo2YvUWn,186307,2
0.72,0.937,-4.339,0.0633,0.147,0.0,0.136,0.737,83.986,2i1nH4P9K9mbzYq3GYpYoh,189080,1
0.77,0.692,-5.597,0.0622,0.0334,2.37e-06,0.0936,0.633,127.995,0niMFDUt2L3WrU8YqvRbvD,243067,1
0.505,0.834,-6.786,0.104,0.000659,4.48e-05,0.249,0.0972,159.99,2vpYFqX0JLNKuA27DBQ8t5,251876,0
0.802,0.616,-8.69,0.317,0.00354,0.0,0.0813,0.379,93.469,1KX8i2rNaLxPWUbWQZ8ryR,272493,8
0.728,0.403,-9.782,0.0358,0.199,0.0,0.398,0.296,109.986,6V3qvCbKHRjni6hVbMEmC9,255347,3
0.776,0.844,-4.87,0.126,0.189,0.0,0.183,0.748,91.996,3gJp5iMDX2yM0PN9CXrHBF,234057,1
0.862,0.449,-7.478,0.157,0.139,4.36e-05,0.131,0.293,122.912,7GHwwtuJDT8zOdE70oS2Dq,235128,6
0.467,0.619,-10.079,0.0359,0.763,0.00545,0.181,0.826,176.296,7Eo1JOdPvYYZqveKzXh8pN,190800,6
0.461,0.628,-9.046,0.169,0.1,0.0,0.198,0.528,143.055,4z70Px77quweOupQRiaG2Q,213933,0
0.468,0.873,-3.953,0.0364,0.00393,0.0,0.149,0.336,155.031,5UHA3lWPmadxbPUxJvQiFq,231947,0
0.611,0.842,-4.192,0.0333,0.127,0.0,0.0858,0.642,100.057,4wrjIq1lskP8tZuQBEdcux,220413,1
0.302,0.285,-10.056,0.0423,0.423,0.124,0.99,0.198,111.486,36v9sFusxsiMinbeluhlET,345813,5
0.494,0.7,-5.696,0.0284,0.0126,0.0,0.355,0.392,108.866,3JZEL4fYakc6vi3qSEyf4B,221387,3
0.368,0.876,-10.067,0.0505,6.99e-05,0.00248,0.37,0.79,171.322,0dJq36dtjllyX8J1HKs9jG,231667,0
0.735,0.555,-8.84,0.0366,0.382,0.856,0.0952,0.523,100.01,3WS7spXVlbeC5kjePmHMQW,277975,7
0.367,0.354,-12.598,0.031,0.834,1.42e-05,0.121,0.251,128.115,2dAvDcCO3IaEohEB1yFfkB,200000,4
0.551,0.858,-5.2,0.0324,0.0363,0.00685,0.425,0.576,118.623,6TfPCG3hUPYYA0fk4zK5sK,273893,5
0.493,0.673,-6.042,0.0396,0.0428,2.35e-06,0.397,0.522,173.274,7068X4wz4hhlhzj0cTlXU4,222467,0
0.788,0.714,-6.757,0.0538,0.0437,0.0041,0.338,0.181,107.004,1IRl6tiUYRS1sztSt0o2R9,263347,3
0.442,0.852,-4.356,0.0358,0.077,2.85e-05,0.411,0.164,94.639,5YMSS76uplxhv9Xl95VnHY,264387,3
0.597,0.614,-6.048,0.0286,0.433,0.0,0.261,0.777,161.045,1a4tL1XgvSQePv2BG3ynJl,231840,6
0.675,0.72,-3.929,0.31,0.00307,0.000259,0.0852,0.323,78.901,6ygSlFgsuHPLENIKP860Hg,231027,8
0.256,0.579,-11.478,0.0512,0.0409,0.0399,0.11,0.561,184.458,0lPRQ7GcGNpCBL5cuwsUd1,248907,0
0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99,0F2BxpbxH8Yc3pLub48hrb,157432,7
0.534,0.926,-3.835,0.0458,0.0425,0.0,0.31,0.912,166.954,1kzv2hzrXEcBmkEqMwsLLx,253694,0
0.564,0.923,-3.372,0.0335,0.00222,3.29e-06,0.126,0.792,147.957,5l9h7ALxmFWHxdFRB8ybiq,167493,1
0.729,0.585,-9.082,0.0429,0.0259,0.00407,0.312,0.931,137.295,57ZVk3CIsw0hUBYCGi0Idh,239373,1
0.535,0.879,-6.91,0.0626,0.0339,1.7e-06,0.731,0.408,141.959,0QZtvY03VVHwdWCGnkfCYE,256255,5
0.648,0.306,-13.395,0.0883,0.588,0.0,0.252,0.661,122.027,6pPr1KLZit9FgFNhp7xE5m,351893,6
0.8,0.691,-4.689,0.142,0.101,0.0,0.104,0.569,141.972,4ucI4qX6FtSjCg860RCT1v,185821,1
0.788,0.642,-4.906,0.0451,0.086,0.0,0.0974,0.465,122.006,6n0KwBRfQX2O5CPAfdcD6a,271773,1
0.859,0.568,-12.516,0.0387,0.29,0.0,0.31,0.936,129.72,5dXED6MP1v1qghkaniirb1,237467,6
0.65,0.88,-2.87,0.0683,0.000944,0.0,0.0475,0.56,167.013,4vsikz3bK2s1u7EuWWyErY,233160,0
0.677,0.738,-6.287,0.0467,0.311,0.000144,0.138,0.58,98.963,1VCEWYRGhRp6yaCFt7GzA9,236786,1
0.155,0.315,-20.255,0.0373,0.00311,0.209,0.166,0.407,87.023,1m3wtu9X4ReNFAE2fxH48j,105280,4
0.558,0.615,-7.248,0.359,0.122,0.0,0.128,0.565,89.665,0vtlesKXPudrdbuYv0RI78,266666,8
0.468,0.31,-8.206,0.0282,0.237,3.03e-06,0.0868,0.199,144.396,0jGvm25JDEZ0A8WJsbHBZI,312520,4
0.467,0.366,-16.416,0.0396,0.226,0.875,0.698,0.794,171.061,7cV7yN0uxSeFbDKd9rp4CN,508960,7
0.35,0.231,-13.319,0.031,0.961,0.0947,0.118,0.0713,107.763,2a7NRfaVMfob2BvkBmOxA0,203493,4
0.771,0.971,-0.234,0.0823,0.279,0.0143,0.0699,0.693,112.068,1M1aKmgUXpmWZi43u8sJn4,161920,1
0.659,0.335,-8.089,0.0325,0.182,0.0,0.144,0.708,128.28,6NKYF7BpiQmQHLaDWjcfc9,255133,6
0.357,0.544,-8.696,0.0299,0.000232,0.0,0.17,0.146,153.877,21D6xpfRWdBstX5WoinFSH,250667,0
0.815,0.41,-9.37,0.0964,0.355,0.742,0.111,0.726,212.848,6XACOj89FcB6kOExMy7aCa,173427,7
0.873,0.726,-5.82,0.0956,0.0565,1.78e-05,0.108,0.409,154.966,2eOpZJPP1zegA5PqAWNSNM,193519,1
0.356,0.481,-13.651,0.0648,0.0776,0.0,0.116,0.577,159.324,1C8VMfbSqTK6wXrmZ1MNkA,242840,0
0.736,0.577,-4.905,0.0424,0.0112,0.000622,0.0671,0.801,139.987,6oPMB9ep9iyOiPJyG2vcK0,216857,1
0.664,0.758,-6.583,0.21,0.00238,0.0,0.0598,0.701,99.259,0WqIKmW4BTrj3eJFmnCKMv,235933,1
0.516,0.365,-7.025,0.0295,0.562,1.01e-05,0.106,0.4,97.52,3b3IJqSoWcb2Iym2xen4cR,190171,4
0.809,0.58,-7.253,0.348,0.0856,0.0,0.115,0.146,157.961,1tyjWMMINb9S0YBynTvJ7s,212383,8
0.573,0.846,-5.241,0.0441,3.65e-05,0.276,0.076,0.262,139.88,5F51JPfo73TI1LEBs49Mwd,164493,3
0.532,0.973,-3.064,0.168,0.000461,0.0,0.109,0.477,130.042,6MwPuDc52KxhkPvccmU5rE,117640,0
0.21,0.937,-4.596,0.18,0.000415,0.0,0.143,0.311,172.323,7hZ1JuwJm4hZsS8IHnKDt3,233763,0
0.487,0.536,-6.115,0.0268,0.494,8.19e-06,0.196,0.294,139.999,7utpHSZSjZY0u4OqeSNR9G,216093,3
0.532,0.494,-10.654,0.0355,0.979,0.674,0.123,0.888,156.278,1wRCg1JyRmbJEg9ESOMlVp,438907,7
0.536,0.836,-8.026,0.0401,0.00358,0.13,0.106,0.818,128.41,2uki1VRt9gZs2za2VUoBIC,309693,1
0.662,0.622,-7.287,0.0345,0.0106,0.000843,0.197,0.732,92.006,3uD008epVheNfGjnZCKDRg,263013,1
0.729,0.474,-9.341,0.0901,0.47,0.0,0.259,0.97,133.072,0N0jjGRWesxDsiLh75kXlv,231398,6
0.627,0.771,-4.281,0.0529,0.00435,0.0,0.289,0.876,112.036,50FaWqJF8DUbpyLepYIIBF,153573,1
0.592,0.57,-6.211,0.072,0.0277,0.0,0.0833,0.733,139.835,7FpJMtAogOZZNgdVZUBBxc,197667,1
0.511,0.383,-8.59,0.0377,0.585,0.000201,0.365,0.304,160.064,45ayQ3xzAYAEsJ9toVyQel,310360,4
0.524,0.405,-10.546,0.0687,0.879,0.0595,0.106,0.142,176.144,7yNtjvRJLCiDUwxPCfNxF5,222493,4
0.433,0.155,-15.599,0.043,0.929,1.18e-06,0.137,0.302,106.64,1LBcs9JY4DedNGwQ61Jztv,145685,4
0.742,0.913,-3.227,0.0773,0.122,0.0,0.329,0.704,116.029,6NqfslFfCCOyBQ0Xw8kN8E,198000,1
0.736,0.823,-5.679,0.0359,0.00121,0.000682,0.165,0.968,130.137,6eW2cGeXBiDc7tofoK274s,166413,1
0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,5h4teuDu2FthAiNUNG7toy,211000,7
0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,4S1VYqwfkLit9mKVY3MXoo,226706,4
0.531,0.913,-5.622,0.0609,0.00499,0.000977,0.338,0.477,121.499,3kOfxNWDKaGraRuvfomNpF,208280,3
0.668,0.449,-7.897,0.0451,0.477,0.0,0.107,0.154,129.889,50PWlIBU7PlGGwzgN8TiFJ,205280,4
0.629,0.741,-7.429,0.0531,0.00111,0.0063,0.188,0.514,150.027,15b2Ft2XeuP7KqoPVSL3EC,222680,0
0.689,0.832,-3.859,0.0355,0.0919,0.0,0.0551,0.857,97.023,2MeNSNQa0vSkGOq9bCrhmq,211920,1
0.556,0.275,-15.084,0.0343,0.897,0.0294,0.112,0.448,153.779,3JfeNV6AKfbUtxjiwJgrCh,204573,4
0.582,0.915,-6.217,0.0418,0.149,0.0138,0.207,0.485,101.061,7JZP7kQsuFFWOrtAI7uNiW,290787,3
0.246,0.46,-7.349,0.031,0.121,0.0,0.137,0.229,161.774,4S3MF350vARDTXXQhOyoGU,263587,0
0.728,0.216,-11.408,0.074,0.974,0.127,0.115,0.331,74.917,5baZpvkAnrnpdKcjL7Ylwk,189813,4
0.425,0.429,-9.744,0.0286,0.851,0.199,0.0943,0.239,147.21,60e99JgQqSNQxRdk7bTG03,189184,4
0.46,0.398,-9.074,0.0421,0.669,0.0,0.109,0.335,95.852,6QMoHcXX5f6zP9LCAh8mNk,197938,4
0.361,0.457,-11.688,0.0293,0.142,0.00384,0.174,0.384,144.088,2ewKKVYBIBb4oQ8wfS51Re,129323,0
0.729,0.672,-6.749,0.282,0.0265,0.0,0.244,0.595,159.903,20fAoPjfYltmd3K3bO7gbt,171333,8
0.486,0.642,-8.526,0.266,0.238,0.0,0.167,0.44,160.052,5guxMYL1RuY7SV3yXle6L5,133972,8
0.286,0.0968,-16.806,0.0323,0.178,0.696,0.0861,0.0395,62.881,6ZFbXIJkuI1dVNWvzJzown,275556,2
0.568,0.578,-5.589,0.0404,0.00694,0.000353,0.099,0.555,139.951,2pA4ip3VIEVcIa3qE02oAX,174693,0
0.568,0.774,-3.188,0.036,0.0309,0.0,0.379,0.595,128.013,62DeqSXWw36b1jzGWozXFq,257000,1
0.588,0.536,-8.83,0.0604,0.697,0.0,0.196,0.354,78.061,6zdO7yfGMdFzEaSYDaZgNf,172960,4
0.515,0.613,-8.423,0.0305,0.00147,0.202,0.449,0.357,94.925,1hEh8Hc9lBAFWUghHBsCel,238920,3
0.666,0.793,-6.395,0.066,0.0877,0.0,0.47,0.551,94.949,7MpP4LpNi4nMj8zSjmysEn,217280,5
0.418,0.0702,-17.819,0.0472,0.987,0.91,0.137,0.275,138.623,7FERLSJt97rwKgxP7SuKoE,134897,2
0.452,0.864,-6.112,0.506,0.0249,0.0,0.394,0.685,183.964,3hxsFtkwEx6rZ310ROjwPD,192747,8
0.685,0.944,-3.038,0.166,0.0458,9.39e-06,0.822,0.532,128.014,0fAovlq1I5qZRkMAYWza0F,207395,5
0.588,0.812,-4.172,0.0429,0.0171,0.0,0.111,0.512,97.98,6Al0Kpd4VrRZ0Z4kTThNPa,222213,3
0.66,0.591,-8.497,0.026,0.16,0.848,0.632,0.849,100.034,5fLfzMQ6T583mnUke8622M,172507,7
0.655,0.619,-8.467,0.039,0.00321,0.843,0.109,0.271,127.765,6zARxXDHLl4TD7TaTquc8s,225520,7
0.308,0.376,-15.24,0.0626,0.116,2.52e-06,0.166,0.158,186.047,536L9C0N7vhYdibCJx3cI2,389280,0
0.717,0.575,-6.523,0.0505,0.311,0.0,0.323,0.437,113.177,1n60zcLPRh3KxeInyxrhhL,150893,6
0.678,0.216,-7.487,0.0335,0.609,0.0,0.133,0.261,126.21,6DKrzs8WuDik1IBTmgbhZY,176613,4
0.54,0.331,-9.897,0.0713,0.873,0.00211,0.11,0.502,145.505,0OidTCfItSIM7chLbBpV5Y,214587,4
0.611,0.846,-5.9,0.0436,0.00509,0.0,0.0784,0.751,103.912,1FvDJ9KGxcqwv1utyPL3JZ,162920,1
0.693,0.205,-9.403,0.0276,0.901,0.0,0.103,0.236,82.44,0zhzkkSXFj60Y5fzb2j9hU,238000,4
0.562,0.95,-3.483,0.067,0.127,4.01e-06,0.0715,0.849,149.966,2j88s0LwGRiUur3XbmAtP1,222813,1
0.456,0.922,-3.995,0.0395,0.000343,0.204,0.084,0.73,86.53,4KLsA7o43EsGg2swkuol2J,192373,1
0.509,0.827,-7.715,0.0782,0.0409,0.0,0.12,0.743,135.601,1lqMLr9Wj7SM2F9AikGcxN,512733,0
0.671,0.71,-6.749,0.276,0.00388,1.58e-06,0.14,0.711,98.074,1w1kzejjmiMhdWAOecgo4l,197253,8
0.75,0.59,-11.836,0.0291,0.241,0.0,0.173,0.966,104.123,0KIlJQLb9cnVF7Ia3DouvE,160320,6
0.723,0.575,-4.836,0.127,0.0318,0.0,0.0749,0.218,114.756,7jQGnrnyjQbGsAY5xEaQOo,226394,3
0.655,0.786,-4.451,0.034,0.163,5.99e-05,0.124,0.378,113.964,2YVCkTYJpv5jelYrHYoEG8,256013,3
0.682,0.797,-3.972,0.0405,0.0248,2.86e-05,0.339,0.206,125.935,4xJzZkAP33kMkknd8cZBiM,275733,3
0.373,0.78,-5.783,0.0509,0.296,0.0424,0.379,0.539,105.144,72mudXRDKdCxUu0He3W6H6,385546,3
0.65,0.438,-12.859,0.0357,0.911,0.759,0.136,0.932,149.891,7EcypZWwOO3cTCAUJ68ojL,122760,6
0.595,0.48,-9.26,0.0324,0.555,0.0,0.127,0.165,109.266,2wSgjvKs4oLjFVmUA2gPVS,240747,4
0.513,0.821,-5.148,0.0524,0.00391,5.85e-05,0.121,0.279,97.994,5MXTJktozOCF1KInWzVH5B,194813,3
0.498,0.411,-10.746,0.0282,0.354,0.000256,0.0539,0.228,88.134,7dd4COhrXAfj2vfFtPmTTp,256390,4
0.643,0.84,-3.423,0.031,0.00212,0.0,0.391,0.356,105.027,0akznwBCaPCVAtiGblDtHt,205812,3
0.527,0.648,-11.406,0.0334,0.582,1.16e-05,0.253,0.783,131.661,2tv1n8F3b3tjk7BdOl8rKY,351573,6
0.438,0.889,-3.192,0.0811,0.026,0.0,0.442,0.803,171.884,0lDsHE5uSVeLy63gl0enkq,238693,0
0.401,0.229,-19.556,0.0371,0.832,0.925,0.125,0.0535,124.159,7rUa1vYP9ahdfHKyrtrsKj,142080,2
0.335,0.284,-10.959,0.0296,0.755,0.0,0.249,0.267,138.805,2wd4IOgajCbHQkMRNC9CEO,219429,4
0.504,0.848,-7.885,0.0569,0.0067,2.96e-05,0.925,0.278,130.025,6SSwmVv90hiQT3UywZCZYw,245400,5
0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0DxlNrE6Hy1TP3XjPV7bV0,247000,2
0.576,0.467,-11.87,0.0292,0.367,0.399,0.0649,0.0714,105.025,5pPMZNOqB4aJ5XKXaS7v63,322288,4
0.705,0.796,-6.845,0.267,0.0708,0.0,0.388,0.864,166.042,6d8A5sAx9TfdeseDvfWNHd,210453,8
0.603,0.896,-3.497,0.0507,0.0116,0.00417,0.543,0.565,128.0,3FsGHS8sBh7VV55V1XdHMo,230240,5
0.738,0.601,-9.46,0.331,0.411,0.0,0.116,0.66,98.65,2VpRzjlR9Ox28gUAM9zYsU,242573,8
0.469,0.402,-8.332,0.0326,0.37,0.379,0.264,0.0589,119.066,5PZlJwgqaMhLto40ByXvfP,336613,4
0.304,0.638,-4.596,0.0346,0.0321,0.0,0.108,0.26,179.741,3ATNDlnypgkvdfcFJ0prK1,249627,0
