danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.451,0.669,-9.033,0.0651,0.0267,0.0,0.153,0.523,169.632,5xS9hkTGfxqXyxX6wWWTt4,272133,0
0.555,0.931,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085,2TR7A4ulH9R1PNwMyd8o8U,220907,1
0.692,0.809,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,05ZACkzW8YbRq3eFgIfSNB,263387,1
0.799,0.696,-7.513,0.0859,0.0128,0.000333,0.331,0.62,95.637,5nkYHBWXu7KCgcdwP6jcB1,171067,1
0.746,0.683,-7.416,0.0281,0.0521,0.0169,0.0466,0.815,107.314,7jTKLKs3NDmDnJHan5M2A0,223040,1
0.569,0.638,-6.557,0.0291,0.000547,0.0,0.0848,0.438,144.042,5CG9Ps5ynNjpKJHmwc95pa,197120,0
0.599,0.807,-4.679,0.0402,0.202,0.0,0.196,0.812,172.017,3ts6xK5GzfMAAriT9AIBmP,167427,0
0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,1vvNmPOiUuyCbgWmtc6yfm,219160,1
0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938,7mldq42yDuxiUNn08nvzHO,165387,6
0.449,0.635,-8.301,0.275,0.0413,0.0,0.188,0.608,84.414,7yCqehT9dKACTFy7YugP0J,218493,8
0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,6WhzFzROw3aq3rPWjgYlxr,225882,8
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920,6
0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,6
0.665,0.498,-8.185,0.0832,0.228,0.0,0.0757,0.127,81.967,5yuShbu70mtHXY0yLzCQLQ,179613,3
0.791,0.619,-5.886,0.0532,0.00784,0.00423,0.351,0.371,103.989,1xznGGDReH1oQq0xzbwXa3,173987,3
0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.105,0.0594,133.053,5mPSyjLatqB00IkPqRlbTE,212947,3
0.747,0.571,-7.916,0.478,0.38,0.0,0.534,0.553,172.104,79XrkTOfV1AqySNjVlygpW,181933,8
0.72,0.412,-8.687,0.223,0.196,0.0,0.342,0.179,114.408,5InOp6q2vvx0fShv3bzFLZ,275840,8
0.492,0.26,-17.341,0.0921,0.646,0.00178,0.0705,0.312,111.519,047fCsbO4NdmwCBn8pcUXl,347227,4
0.492,0.698,-5.606,0.171,0.0524,0.0,0.428,0.288,139.953,6HMHgBHdLBQ0QYIaOp2gse,209707,0
0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987,2TRFIQpTqq12xGpFJEr0Ft,224573,1
0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4tCtwWceOPWzenK2HAIJSb,214480,1
0.356,0.567,-7.011,0.0798,0.0861,0.0,0.137,0.109,135.553,25khomWgBVamSdKw7hzm3l,242253,3
0.702,0.77,-5.416,0.0482,0.124,0.0,0.103,0.593,107.951,6RsWqX8zABZLhZydXxEFOm,213520,1
0.647,0.291,-8.275,0.0363,0.408,0.0,0.0772,0.4,119.839,7ID2dydg1QFuWObmdhwzfm,277707,6
0.38,0.481,-9.874,0.0567,0.464,0.0,0.0765,0.237,105.36,7t5m6zRwIEBxmPt8lNoPPi,348853,4
0.658,0.591,-5.197,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,6VwBbL8CzPiC4QV66ay7oR,323747,3
0.742,0.479,-5.83,0.0551,0.29,0.0,0.391,0.346,119.951,7129iqBafaphfc3WPCGC0L,237300,3
0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,5OOkp4U9P9oL23maHFHL1h,246761,8
0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,5NQbUaeTEOGdD6hHcre0dZ,196693,5
0.365,0.751,-5.429,0.304,0.000707,0.0,0.318,0.604,79.119,0z5ZPs57J2KERwM1tBM2GF,248587,8
0.858,0.697,-5.361,0.23,0.114,0.0,0.224,0.364,98.012,6AoYWCzsDls6c61Zp5qTuU,290836,8
0.702,0.705,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,5a7NdkF09AfD0H607eiOkX,213445,1
0.376,0.821,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,1wYZZtamWTQAoj8B812uKQ,199453,3
0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,251467,3
0.595,0.46,-7.607,0.396,0.00354,2.76e-05,0.147,0.0542,144.988,2ZRJRe82aZaVhOKKlbJr4v,202451,8
0.692,0.521,-8.465,0.33,0.301,0.0,0.0565,0.463,100.45,62vpWI1CHwFy7tMIcSStl8,292987,8
0.8,0.543,-9.236,0.0911,0.564,0.0,0.116,0.534,133.98,1HNs07uZxZniPNmniw2GTa,293040,6
0.667,0.61,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991,7FOJvA3PxiIU0DN3JjQ7jT,241160,8
0.607,0.784,-6.293,0.268,0.433,0.0,0.689,0.482,81.004,6JG0qhINKVwiHxqN85j7RG,278573,5
0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,1fidCEsYlaVE3pHwKCvpFZ,245867,5
0.727,0.599,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,0Y0TOsE1q11qgbi7c5WZsG,197133,8
0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,2Gyc6e2cLxA5hoX1NOvYnU,237787,3
0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077,1WoOzgvz6CgH4pX6a1RKGp,213053,1
0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,2d8JP84HNLKhmd6IYOoupQ,222093,1
0.831,0.427,-6.903,0.106,0.0531,0.0,0.316,0.216,93.004,6rbeWjEavBHvX2kr6lSogS,234773,3
0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043,47x1F4HyX7LafFgxtoa19P,250667,8
0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,5ujh1I7NZH5agbwf7Hp8Hc,313787,8
0.916,0.301,-7.657,0.237,0.117,0.0,0.089,0.351,100.518,3lSR267IJfT54p0Gfuw7mi,190595,8
0.677,0.604,-5.32,0.0385,0.0612,0.0,0.353,0.297,134.052,2h1IPjP471JJRSShTHRUhi,235947,3
0.732,0.899,-4.237,0.143,0.00496,4.64e-05,0.372,0.759,127.091,1uXbwHHfgsXcUKfSZw5ZJ0,236093,1
0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053,6
0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,13HVjjWUZFaWilh2QUJKsP,260533,4
0.654,0.623,-5.273,0.082,0.253,0.0,0.144,0.401,123.996,3lSDIJ2abCrOdDJ6pshUap,234213,3
0.711,0.508,-7.299,0.0494,0.0354,0.0,0.141,0.665,98.098,2q6j0nlwgKlYy7xgrria4S,217800,1
0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02,6ZANrVuAMp2rpjhfbOuJly,229080,3
0.811,0.499,-7.161,0.118,0.0147,2.44e-06,0.342,0.466,111.016,3CJvmtWw2bJsudbAC5uCQk,200680,1
0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,3W3KtDwAIg3mAruSpnfG3Q,199938,1
0.479,0.419,-6.517,0.0389,0.568,0.000217,0.11,0.186,85.014,5Db9VIdDsN5yu3Eu7CT0i4,172724,4
0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,1Tt4sE4pXi57mTD1GCzsqm,191600,8
0.825,0.575,-4.87,0.0633,0.025,9.94e-06,0.205,0.65,153.954,0zO8ctW0UiuOefR87OeJOZ,299960,1
0.525,0.433,-10.598,0.185,0.107,0.0,0.135,0.276,160.108,43PuMrRfbyyuz4QpZ3oAwN,194613,0
0.886,0.525,-7.39,0.131,0.236,0.0,0.057,0.708,145.99,7yyRTcZmCiyzzJlNzGC9Ol,225205,6
0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,4Kz4RdRCceaA9VgTqBhBfa,181573,8
0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,10M2Ex445zw585Ducldzkw,224853,6
0.523,0.666,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077,0BCy325UZyR9z0t0uxwn2N,194187,3
0.464,0.813,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977,6xHI9KjUjYT0FPtGO8Mxa1,222533,3
0.392,0.37,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,3fqwjXwUGN6vbzIwvyFMhx,293293,4
0.581,0.887,-3.659,0.0624,0.000504,0.00111,0.268,0.724,90.578,5eek2X5459T1HoYJk2CKXv,199893,1
0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257,1bdXMstfxFWYSkEFTnJMoN,331267,1
0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,271427,3
0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467,4
0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,6kex4EBAj0WHXDKZMEJaaF,216409,1
0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,3eR23VReFzcdmS7TYCrhCe,220781,3
0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,0afhq8XCExXpqazXczTSve,170827,1
0.746,0.653,-6.745,0.289,0.378,0.0,0.229,0.672,75.016,2EEeOnHehOozLq4aS0n6SL,253107,8
0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,1UZOjK1BwmwWU14Erba9CZ,231907,3
0.857,0.8,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996,79cuOz3SPQTuFrp8WgftAu,199440,1
0.843,0.359,-7.417,0.461,0.069,0.0,0.12,0.156,81.987,2ANLarE8yHVsLWW21nj79M,163944,8
0.795,0.568,-7.817,0.142,0.0541,0.0,0.108,0.478,136.173,0B8QzDH7YWih85V5SEMnyJ,198944,6
0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790,1
0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,269667,1
0.709,0.589,-7.776,0.0433,0.0507,0.0,0.0585,0.58,133.922,29gsi1zZrZxdStACmTQB0Z,278067,1
0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,160133,1
0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,0ofHAoxe9vBkTCp2UQIavz,257800,6
0.338,0.34,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,5CQ30WqJwcep0pYcV4AMNc,482830,4
0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,48UPSzbZjgc449aqz8bxox,329733,3
0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,3ZOEytgrvLwQaqXreDs2Jx,269000,1
0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,3d9DChrdc6BOeFsbrZ3Is0,264307,6
0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,2aibwv5hGXSgw7Yru8IYTO,334667,3
0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,1G391cbiT3v3Cywg8T7DM1,215907,3
0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,64BbK9SFKH2jk86U3dGj2P,255373,3
0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,10Nmj3JCNoMeBQ87uw5j8k,282160,1
0.531,0.481,-11.709,0.06,0.699,0.0,0.0842,0.491,138.45,1fDsrQ23eTAVFElUMaf38X,516893,4
0.665,0.673,-7.95,0.0493,0.259,7.62e-06,0.497,0.779,132.642,5Wj1rJnCLpMHdLaxsFtJLs,322549,5
0.601,0.532,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,2zvot9pY2FNl1E94kc4K8M,281613,6
0.307,0.433,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9,5MxNLUsfh7uzROypsoO5qe,266960,4
0.505,0.71,-10.853,0.0371,0.0115,2.58e-06,0.0977,0.771,138.907,6N1EjQjnvhOjFrF6oUmGPa,216973,1
0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,323000,5
0.529,0.127,-16.066,0.0274,0.611,0.000109,0.237,0.578,63.05,3zByVQLvdXUaDTubfWkpCk,203573,4
0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,0.694,104.566,6RrXd9Hph4hYR4bf3dbM6H,165000,6
0.392,0.629,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511,2Gy7qnDwt8Z3MNxqat4CsK,153205,6
0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,2374M0fQpWi3dLnB54qaLX,295893,6
0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0701,0.74,117.401,5C0LFQARavkPpn7JgA4sLk,253250,6
0.491,0.583,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul,183307,6
0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,5IMtdHjJ1OtkxbGe4zfUxQ,276493,6
0.45,0.658,-7.064,0.0472,0.648,3.14e-06,0.264,0.781,106.799,0EMmVUYs9ZZRHtlADB88uz,287307,6
0.725,0.853,-7.842,0.0353,0.0348,0.127,0.196,0.904,136.282,7fSGbZLhWlAiCC3HDPAULu,222813,1
0.415,0.425,-11.082,0.0278,0.396,0.000407,0.143,0.281,145.234,4BGJSbB5rAcg4pNzD4gfxU,377093,4
0.295,0.584,-6.696,0.0345,0.000385,0.218,0.0996,0.228,117.2,7BY005dacJkbO6EPiOh2wb,271280,3
0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,1
0.637,0.811,-11.345,0.0583,0.363,0.00451,0.107,0.552,112.053,40dJCw4xU6Bd5ie9rfagNo,251480,6
0.751,0.501,-12.151,0.0551,0.234,0.112,0.0467,0.902,167.057,4o6BgsqLIBViaGVbx5rbRk,190627,6
0.529,0.932,-7.501,0.0488,0.00251,0.00109,0.136,0.571,138.158,71SvEDmsOwIWw1IozsZoMA,201693,0
0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,4bHsxqR3GMrXTxEPLuK5ue,250987,5
0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,40riOy7x9W7GXjyGp4pjAv,391376,3
0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578,6
0.618,0.748,-8.905,0.361,0.0384,4.1e-06,0.0477,0.662,134.001,3FmAUR4SPWa3P1KyDf21Fu,191500,8
0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,169.519,0qRR9d89hIS0MHRkQ0ejxX,142787,0
0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,1vxw6aYJls2oq3gW0DujAo,177466,1
0.547,0.82,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,2Nz6aF1umHh5Et6I5H581L,172867,1
0.693,0.911,-3.691,0.0305,0.183,0.000107,0.3,0.982,125.895,1mqlc0vEP9mU1kZgTi6LIQ,216520,1
0.65,0.658,-10.908,0.085,0.0887,0.00403,0.0526,0.883,100.541,5lXcSvHRVjQJ3LB2rLKQog,239120,1
0.745,0.272,-16.539,0.0551,0.561,0.0161,0.0529,0.504,101.95,3QEkTxcsLUPfE33cRZ4y2K,199400,6
0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,07GvNcU1WdyZJq3XxP0kZa,223613,1
0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1bp2IO61zbQrbWNmKKxg3f,264504,6
0.509,0.538,-7.335,0.0572,0.385,0.0,0.104,0.244,75.089,2jyjhRf6DVbMPU5zxagN2h,252867,3
0.625,0.414,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,2qLMf6TuEC3ruGJg4SMMN6,189613,6
0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,5TvE3pk05pyFIGdSY9j4DJ,229400,4
0.69,0.781,-5.101,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,2Fk0WwAqTBesLtKg97nojy,190733,1
0.828,0.609,-4.402,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,5pfJsMwoRYKampPay8amX0,292593,1
0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,1BltsyC5W3SAABdxyrDXwi,255632,3
0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,4Km5HrUvYTaSUfiSGPJeQR,343150,8
0.95,0.743,-5.861,0.238,0.0646,1.11e-05,0.103,0.619,136.983,76Y0gxtTxN0FyDCYh5qYQj,257546,8
0.92,0.675,-5.661,0.263,0.307,0.0,0.104,0.749,141.967,6p8NuHm8uCGnn2Dtbtf7zE,304041,8
0.805,0.33,-8.712,0.1,0.22,0.0,0.105,0.211,121.97,7t2bFihaDvhIrd2gn2CWJO,242983,6
0.925,0.443,-8.216,0.264,0.0172,0.0,0.276,0.35,136.078,2bjwRfXMk4uRgOD9IBYl9h,236615,8
0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,7hDc8b7IXETo14hHIHdnhd,298941,6
0.863,0.576,-5.687,0.239,0.124,0.0,0.143,0.832,132.054,55OdqrG8WLmsYyY1jijD9b,236293,8
0.717,0.347,-10.265,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,1wZqJM5FGDEl3FjHDxDyQd,235477,3
0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,2nBI3iWLhupR7LyAJ5GGkE,334253,5
0.62,0.573,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,231333,6
0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280,1
0.727,0.834,-5.851,0.0496,0.165,0.0,0.105,0.816,131.7,5RsUlxLto4NZbhJpqJbHfN,194120,1
0.564,0.911,-5.39,0.0536,0.159,4.36e-05,0.118,0.582,173.938,4YR6Dextuoc3I8nJ0XgzKI,226293,0
0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,291293,1
0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4uLU6hMCjMI75M1A2tKUQC,213573,1
0.579,0.654,-12.421,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,4oDZ5L8izBals6jKBJDBcX,216467,6
0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,70cTMpcgWMcR18t9MRJFjB,289133,5
0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,5b88tNINg4Q4nrRbrCXUmg,232720,1
0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,6qn9YLKt13AGvpq9jfO8py,215227,1
0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,494OU6M7NOf4ICYb4zWCf5,235493,1
0.799,0.539,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.948,5Z3GHaZ6ec9bsiI5BenrbY,202547,6
0.668,0.725,-6.127,0.266,0.0102,0.000479,0.0561,0.729,191.944,7xHWNBFm6ObGEQPaUxHuKO,210227,0
0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,236002,1
0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693,1
0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,232947,3
0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160,3
0.773,0.819,-5.946,0.118,0.426,0.0,0.0679,0.585,92.99,5GXAXm5YOmYT0kL5jHvYBt,269187,1
0.874,0.687,-5.253,0.0426,0.034,7.59e-05,0.324,0.92,116.054,4G2Hbfwvn3oH7LxxPXjjGn,178560,1
0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800,1
0.5,0.726,-4.124,0.0643,0.0362,0.0,0.441,0.397,125.904,6WQLkih8nE0JdUCEyLaGnQ,210013,5
0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,26rdOwwjC2UnweK3xeS58u,190186,1
0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,1
0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,1OAh8uOEOvTDqkKFsKksCi,204173,1
0.476,0.718,-5.309,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,4pdPtRcBmOSQDlJ3Fk945m,205947,0
0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694,0.724,124.022,2bJvI42r8EF3wxjOuDav4r,229360,5
0.461,0.446,-7.703,0.0267,0.1,0.0,0.169,0.375,139.868,7L605WhF5EGf34ggj87yK6,195493,3
0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,6lanRgr6wXibZr8KgzXxBl,285120,3
0.818,0.803,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,6b8Be6ljOzmkOmFslEb23P,225983,1
0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,1Slwb6dOYkBlWal1PGtnNg,281560,6
0.644,0.469,-9.117,0.238,0.179,0.0,0.658,0.615,79.991,0uMUvbkTdjBNZ5UuHZ5PIj,180675,5
0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155,0LWQWOFoz5GJLqcHk1fRO2,222587,1
0.612,0.593,-6.294,0.458,0.0395,0.0,0.484,0.883,130.583,3Eq7yD58dIXqOgw1j7NFhY,223173,8
0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,26eOTllWPn7oKuDUJnsJwF,246467,1
0.511,0.596,-6.56,0.224,0.53,0.0,0.0798,0.554,158.063,6fTdcGsjxlAD9PSkoPaLMX,226014,0
0.76,0.652,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315,5l3CML2OnzfNs5RfVgbcLt,177685,8
0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,67awxiNHNyjMXhVgsHuIrs,213733,3
0.766,0.809,-6.123,0.279,0.0011,0.0,0.168,0.325,130.127,722tgOgdIbNe3BEyLnejw4,188013,8
0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993,2gZUPNdnz5Y45eiGxpHGSc,292093,5
0.7,0.598,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041,0wpbHnOW0zVUtV10LSj9c9,228453,0
0.881,0.788,-4.669,0.168,0.0212,0.0,0.0377,0.592,104.997,0XUfyU2QviPAs6bxSpXYG4,250373,1
0.769,0.899,-3.104,0.165,0.0139,0.0,0.0681,0.641,95.058,4tXA1TUmKvz7CbUT9LUHDx,217587,1
0.587,0.698,-8.948,0.0943,0.0152,0.0,0.442,0.0985,133.954,4Pwjz3DfvfQWV0rO2V8jyh,310720,3
0.632,0.898,-7.364,0.119,0.128,0.0,0.449,0.797,162.974,1yYzuNd0KRyHVJ3NH8apBt,164587,0
0.68,0.774,-3.136,0.0697,0.101,0.0,0.113,0.331,102.949,0lmdsH1MIoLsMymnNpd6HU,163841,3
0.94,0.335,-10.179,0.505,0.17,0.0,0.262,0.707,120.04,5hTpBe8h35rJ67eAWHQsJx,209640,8
0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713,6
0.634,0.525,-8.968,0.47,0.0705,0.0,0.0729,0.49,130.271,1Bqxj0aH5KewYHKUg1IdrF,222467,8
0.706,0.427,-6.864,0.0879,0.413,0.0,0.0609,0.42,113.804,6D0b04NJIKfEMg040WioJQ,176320,6
0.557,0.54,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,45yEy5WJywhJ3sDI28ajTm,185733,3
0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400,3
0.674,0.89,-4.446,0.0459,0.203,0.0,0.0819,0.737,97.02,6mghCOaaSvrke0z1EUVUIf,216773,1
0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,3S0OXQeoh0w6AY8WQVckRW,242947,6
0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,7w87IxuO7BDcJ3YUqCyMTT,239600,1
0.753,0.457,-7.709,0.0767,0.00679,0.484,0.311,0.297,123.913,1jNOi6m3Hn8nLEeHCp5Msr,231800,7
0.273,0.952,-8.762,0.0843,0.0169,0.0111,0.142,0.472,100.271,3YBZIN3rekqsKxbJc9FZko,405640,3
0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,0ntQJM78wzOLVeCUAW7Y45,203347,0
0.454,0.91,-7.766,0.0448,0.0866,0.0996,0.116,0.629,125.116,7o2CTH4ctstm8TNelqjb51,354520,0
0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,5fVZC9GiM4e8vu99W0Xf6J,262533,3
0.814,0.373,-8.017,0.116,0.602,1.7e-05,0.0931,0.632,114.548,0BgbobvykXxEvxo2HhCuvM,191907,6
0.551,0.27,-12.808,0.0326,0.851,7.04e-06,0.0966,0.289,128.221,17VegeBoHvMlIByrdu64KR,244227,4
0.628,0.69,-5.83,0.0511,0.443,0.0,0.113,0.66,179.908,7qCAVkHWZkF44OzOUKf8Cr,205907,0
0.66,0.786,-4.757,0.17,0.209,0.0,0.112,0.846,177.833,4aWmUDTfIPGksMNLV2rQP2,228200,0
0.543,0.677,-4.915,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,2rb5MvYT7ZIxbKW5hfcHx8,189440,3
0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,304600,8
0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1KGi9sZVMeszgZOWivFpxs,214400,1
0.381,0.594,-5.97,0.0486,0.348,0.0,0.0925,0.273,143.86,7IWkJwX9C0J7tHurTD7ViL,290907,3
0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,0.506,134.923,7tmtOEDxPN7CWaQWBsG1DY,238747,1
0.468,0.19,-11.138,0.0373,0.919,0.0,0.107,0.326,125.319,64GRDrL1efgXclrhVCeuA0,219536,4
